ResponseID	StartDate	EndDate	ExLeft	ExRight	exampleIsRight	exclude	Age	Sex	Lang	Lang_TEXT	Education	DO.BR.FL_84	trial	LeftResponse	RightResponse	isRight	isPartRight	leftIsRight	rightIsRight	time1	time2	time3	time4	trialNum	correct	conf	aveCWordLengthNBCor	aveCWordLengthCor	aveWordLengthCor	aveUniqueWordPercent	aveUniqueCWordPercent	aveUniqueCWordNBPercent	aveUniqueWordPercentCor	aveUniqueCWordPercentCor	aveUniqueCWordNBPercentCor
R_3iqDyIwlNYoinow	6/25/15 13:42	6/25/15 13:46	Everything will fall left	Everything will fall right	1	1	22	1	1		3	pbp18|pbp04|pbp19	pbp18	All shapes will be touching at the end	All shapes will not be touching at the end	1	1	1	1	1.661	1.661	46.565	1	1	1	3	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_3pqXOqHC8A66NV1	6/25/15 13:41	6/25/15 13:46	the objects fall to the left	the objects fall to the right	1	1	22	1	1		5	pbp26|pbp11b|pbp18	pbp18	i don't know	i don't know	0	0	0	0	0	0	90.003	0	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_6QXUTJ0LdWPuNMt	6/25/15 13:43	6/25/15 13:48	Objects fall to the left	Object fall to the right	1	1	19	2	1		3	pbp18|pbp02|pbp16	pbp18	The ground moves down	The ground moves up	0	0	0	0	0	0	60.599	0	1	0	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_1JUFi8mi6cerJAp	6/25/15 13:48	6/25/15 13:52	moves to the left	moves to the right	1	1	21	1	1		3	pbp26|pbp28|pbp18	pbp18	everything raises up	everything falls down	0	0	0	0	0	0	30.301	0	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_27E8WisPqOaECtW	6/25/15 13:51	6/25/15 13:54	all move to the left	all move to the right	1	1	22	1	1		3	pbp13|pbp18|pbp11b	pbp18	blocks go down	blocks go up	0	0	0	0	0	0	20.915	0	2	1	3	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_1OOVQt8LCMLQafF	6/25/15 14:07	6/25/15 14:13	object will fall to the left	object will fall to the right	1	1	41	1	1		2	pbp13|pbp16|pbp18	pbp18	the lines moved down	the lines moved up	0	0	0	0	0	0	89.999	0	3	0	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2eWhxnwypwnJX4U	6/25/15 14:15	6/25/15 14:24	all objects will fall to the left	all objects will fall to the right	1	1	79	2	1		5	pbp18|pbp24|pbp16	pbp18	objects will come together	objects will move apart	0	1	1	0	0	0	80.833	0	1	0	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_ToamXX78FQrYY37	6/25/15 14:47	6/25/15 14:54	Items fall to the left	Items fall to the right	1	1	24	2	1		5	pbp28|pbp26|pbp18	pbp18	Items flip flop	Items flip flop	0	0	0	0	4.476	4.476	41.269	1	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2pWuD60X7YCSnWo	6/25/15 14:58	6/25/15 15:07	The objects will fall to the left.	The objects will fall to the right.	1	1	36	2	1		3	pbp11b|pbp18|pbp16	pbp18	Objects will roll to the center.	Objects will roll to the right.	0	0	0	0	0	0	79.576	0	2	0	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_1roXJM4U9N577LO	6/25/15 15:15	6/25/15 15:23	The figures will fall to the left.	The figures will fall to the right	1	1	53	2	1		4	pbp18|pbp24|pbp04	pbp18	The figures will end up touching each other	The figures will not end up touching each other.	1	1	1	1	0	0	45.64	0	1	1	4	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_VKAmDsHtnRhA3DP	6/25/15 16:03	6/25/15 16:08	The objects will fall to the left.	The objects will fall to the right.	1	1	27	2	1		5	pbp18|pbp11b|pbp13	pbp18	The objects will be near each other.	The objects will not be near each other.	1	1	1	1	0	0	26.979	0	1	1	4	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_23UCd8k6VG96P8u	6/25/15 16:06	6/25/15 16:09	The objects will fall to the left	The objects will fall to the right	1	1	28	1	1		6	pbp13|pbp19|pbp18	pbp18	No clue	No clue	0	0	0	0	0	0	14.291	0	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2TT1xsAiCMFjaOY	6/25/15 16:19	6/25/15 16:24	the objects will fall to the left	the objects will fall to the right	1	1	20	2	1		3	pbp24|pbp18|pbp09	pbp18	the objects are going to fall to the middle	the objects are going to fall to the sides	0	0	0	0	0	0	22.847	0	2	1	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_1H5Mg5TIy57j3TH	6/25/15 16:17	6/25/15 16:26	will fall to the left	will fall to the right	1	1	65	1	1		5	pbp18|pbp09|pbp02	pbp18	the wheels will not hit the side	the wheels will hit the side	0	0	0	0	26.19	26.19	90.039	1	1	1	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_3I9ogoNhVxocaxz	6/25/15 17:02	6/25/15 17:09	objects will fall to left	objects will fall to right	1	1	51	2	1		5	pbp18|pbp13|pbp24	pbp18	saw no rule	saw no rule	0	0	0	0	2.964	42.47	90.017	2	1	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2tbso1DOilObDNN	6/26/15 11:14	6/26/15 11:19	The objects fall to the left	The objects fall to the right.	1	1	22	2	1		5	pbp19|pbp18|pbp02	pbp18	objects sink	objects rise	0	0	0	0	0	0	53.232	0	2	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_RkKmqibEXmkKt8d	6/26/15 11:16	6/26/15 11:24	Fall left	Fall right	1	1	26	1	1		3	pbp24|pbp16|pbp18	pbp18	balls will end up touching other objects	balls will end up not touching other objects	1	1	1	1	0	0	70.25	0	3	1	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2Cw8MOM9G2gajE8	6/26/15 11:22	6/26/15 11:25	fall to the left	fall to the right	1	1	45	2	1		3	pbp13|pbp16|pbp18	pbp18	roll to the right	fall to the right	0	0	0	0	0	0	6.933	0	3	1	3	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_Oxxp4VRhQVO8MpP	6/26/15 11:26	6/26/15 11:34	The objects will always fall to the left.	The objects will always fall to the right.	1	1	38	2	1		4	pbp19|pbp18|pbp11b	pbp18	The objects work together.	the objects work against each other.	0	0	0	0	0	0	89.996	0	2	0	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_ZqLz1hnyQqbXUMF	6/26/15 11:34	6/26/15 11:39	Objects are falling to the left.	Objects are falling to the right.	1	1	27	2	2	Cantonese	5	pbp13|pbp18|pbp26	pbp18	Objects are moving away from each other.	Objects are moving together.	1	1	0	0	0	0	39.086	0	2	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_265zWigqrfKgJhV	6/26/15 11:49	6/26/15 11:52	fall left	fall right	1	1	23	1	1		6	pbp18|pbp02|pbp24	pbp18	in balalnce	not in balance	0	0	0	0	0	0	18.548	0	1	1	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2Y9gMus73JurkOm	6/26/15 11:54	6/26/15 11:58	falling to the left	falling to the right	1	1	51	1	1		6	pbp28|pbp02|pbp18	pbp18	I have no idea	I have no idea	0	0	0	0	2.815	52.12	53.028	2	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_2v0m85dOS6h8E0a	6/26/15 11:52	6/26/15 11:59	Objects fall to left	Objects fall to right	1	1	24	1	1		5	pbp02|pbp13|pbp18	pbp18	I have no idea	I don't know	0	0	0	0	0	0	32.828	0	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_3lRq1V5wSy74Lum	6/26/15 11:56	6/26/15 12:03	all objects are falling to the left.	all objects are falling to the right	1	1	30	2	1		5	pbp26|pbp02|pbp18	pbp18	its the invert of the right	its the invert of the left.	0	0	0	0	46.859	46.859	47.505	1	3	0	1	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
R_1EXrEcfHBB4c0pb	6/25/15 13:06	6/25/15 13:12	Objects will fall to the left	Objects will fall to the right	1	1	37	1	1		3	pbp16|pbp19|pbp24	pbp19	early in the path of motion	Same objects near the end of their motion	0	0	0	0	42.649	42.649	78.682	1	2	0	2	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_2rDwQ3zGxBIMX4Q	6/25/15 13:41	6/25/15 13:45	all falling to left	all falling to right	1	1	24	1	1		5	pbp02|pbp28|pbp19	pbp19	all about to fall off edge	on stable ground	0	1	0	1	0	0	13.393	0	3	1	3	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_3iqDyIwlNYoinow	6/25/15 13:42	6/25/15 13:46	Everything will fall left	Everything will fall right	1	1	22	1	1		3	pbp18|pbp04|pbp19	pbp19	All objects will free fall at some point	All objects will not free fall	1	1	1	1	1.647	1.647	25.55	1	3	1	3	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_2Xoqt9pCtRtZ1Af	6/25/15 13:49	6/25/15 13:52	These will fall to the left	These will fall to the right	1	1	25	1	1		3	pbp24|pbp19|pbp02	pbp19	These will mostly be to the right	These will mostly be to the left	0	0	0	0	0	0	19.285	0	2	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_2zCIu4kBefmrpKz	6/25/15 14:14	6/25/15 14:21	All will fall to the left	All will fall to the right	1	1	26	1	1		4	pbp09|pbp19|pbp11b	pbp19	Will roll further.	Will not roll further.	0	0	0	0	4.258	4.258	90.002	1	2	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_3qBSCd6bHsYXuxR	6/25/15 14:55	6/25/15 15:02	fall to the left	fall to the right	1	1	35	2	1		3	pbp19|pbp04|pbp09	pbp19	travelling up	travelling down	0	0	0	0	0	0	90.005	0	1	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_6VGySXo2XHAuvcJ	6/25/15 15:12	6/25/15 15:22	the objects fall to the left	the objects fall to the right	1	1	32	2	1		5	pbp19|pbp26|pbp09	pbp19	the objects are going up	the objects are going down	0	0	0	0	10.052	10.052	90.009	1	1	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_sYfIsM5nXXYdPC9	6/25/15 15:23	6/25/15 15:29	Objects will fall to the left	Objects will fall to the right	1	1	20	2	1		3	pbp11b|pbp13|pbp19	pbp19	The objects are tilted right	Objects are tilted left	0	0	0	0	0.995	0.995	62.22	1	3	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_1eQnz0Chw2UnT63	6/25/15 15:33	6/25/15 15:41	left scenes' objects will fall to the left.  	Right scenes' objects will fall to the right.	1	1	44	2	1		6	pbp04|pbp19|pbp16	pbp19	Objects have a landing spot before it falls.	Objects do not have a landing spot before it falls.	0	0	0	0	11.204	62.229	63.264	2	2	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_23UCd8k6VG96P8u	6/25/15 16:06	6/25/15 16:09	The objects will fall to the left	The objects will fall to the right	1	1	28	1	1		6	pbp13|pbp19|pbp18	pbp19	The objects will land with less momentum	The objects will land with more mementum	0	0	0	0	0	0	14.81	0	2	0	2	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_Os8jw68TaMPjFVT	6/25/15 16:19	6/25/15 16:25	Objects will fall to the left	Objects will fall to the right	1	1	35	2	1		5	pbp28|pbp19|pbp16	pbp19	Everything is sliding to the left	Everything is sliding to the right	0	0	0	0	0	0	24.224	0	2	1	2	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_1LTmwDVq8llkBdm	6/25/15 16:53	6/25/15 17:00	The pieces fall to the left	The pieces fall to the right	1	1	21	1	1		3	pbp04|pbp24|pbp19	pbp19	Start high	Start low	0	0	0	0	4.207	4.207	47.346	1	3	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_2uDvjfITrU7dPtN	6/26/15 11:14	6/26/15 11:17	Item will fall to the left	Item will fall to the right	1	1	33	1	1		2	pbp02|pbp19|pbp16	pbp19	items to the left	items to the right	0	0	0	0	0	0	26.127	0	2	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_2tbso1DOilObDNN	6/26/15 11:14	6/26/15 11:19	The objects fall to the left	The objects fall to the right.	1	1	22	2	1		5	pbp19|pbp18|pbp02	pbp19	Paths become steeper	paths stay shallow	0	0	0	0	0	0	90.004	0	1	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_21FK6K4Ac7yCBsp	6/26/15 11:20	6/26/15 11:32	They will fall to the left.	They will fall to the right.	1	1	58	1	1		6	pbp09|pbp16|pbp19	pbp19	I can't tell	I can't tell	0	0	0	0	2.433	2.433	90.007	1	3	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_Oxxp4VRhQVO8MpP	6/26/15 11:26	6/26/15 11:34	The objects will always fall to the left.	The objects will always fall to the right.	1	1	38	2	1		4	pbp19|pbp18|pbp11b	pbp19	The objects will fall.	The objects will slide.	0	1	1	1	0	0	89.992	0	1	0	1	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_5BCaWZZU1lgLEyZ	6/26/15 11:43	6/26/15 11:49	items will fall on their left side	items will fall on their right side	1	1	24	1	2	spanish	5	pbp19|pbp09|pbp13	pbp19	they all will fall in different directions not just one side or the other.	a few item will fall left and others will fall right	0	0	0	0	0	0	31.461	0	1	0	2	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_3ptFtjzR5Wf3vdU	6/26/15 11:50	6/26/15 11:59	objects will fall to the left	objects will fall to the right	1	1	25	2	1		5	pbp19|pbp28|pbp16	pbp19	objects are/will be in the air at some point	objects will always have/already do have some portion of them touching the ground	1	1	1	1	0	0	55.605	0	1	1	4	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_1eREBgtEhzMQKM5	6/26/15 11:51	6/26/15 12:00	the items will fall to the left	the items will fall to the right	1	1	24	2	1		5	pbp19|pbp16|pbp09	pbp19	the items will fall through the air	the items will remain in contact with the ground	1	1	1	1	0	0	28.253	0	1	1	3	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_1OCCZC1l90T5cWw	6/26/15 12:15	6/26/15 12:20	they will fall to the left side of the picture	they will fall to the right side of the picture	1	1	18	1	1		2	pbp16|pbp19|pbp28	pbp19	objects will fall	objects will not fall	0	1	1	1	0	0	24.951	0	2	1	3	3.480769231	3.788461538	5.769230769	0.429098423	0.467365967	0.499619482	0.431313131	0.466977226	0.490123457
R_3fJiBmcSGwrOyZz	6/25/15 12:25	6/25/15 12:30	objects fall to the left	object fall to the right	1	1	42	1	1		6	pbp13|pbp26|pbp24	pbp24	object on left are always centered over a point or touching at one point	Top object is off-center or would touch by more than one point	0	1	1	1	0	0	69.821	0	3	1	3	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_1EXrEcfHBB4c0pb	6/25/15 13:06	6/25/15 13:12	Objects will fall to the left	Objects will fall to the right	1	1	37	1	1		3	pbp16|pbp19|pbp24	pbp24	No clear path that the objects will go.	Obvious fall paths	1	1	1	1	0	0	20.792	0	3	1	3	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_2CHeP1pzY0QMNsR	6/25/15 13:47	6/25/15 13:52	objects fall to the left	objects fall to the right	1	1	30	1	1		4	pbp28|pbp24|pbp09	pbp24	objects rotate right	objects fall down	0	0	0	0	0	0	26.584	0	2	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_2Xoqt9pCtRtZ1Af	6/25/15 13:49	6/25/15 13:52	These will fall to the left	These will fall to the right	1	1	25	1	1		3	pbp24|pbp19|pbp02	pbp24	These will fall to the left mostly	These will fall to the right mostly	0	0	0	0	0	0	25.167	0	1	1	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_eg4vMip7FoGRppn	6/25/15 13:46	6/25/15 13:55	fall on left	fall on right	1	1	34	2	1		3	pbp09|pbp24|pbp13	pbp24	i have no idea	i have no idea	0	0	0	0	2.755	2.755	81.984	1	2	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_1E59jNPs7lcucUU	6/25/15 13:52	6/25/15 13:56	Gravity	Gravity	0	0	43	1	1		3	pbp16|pbp11b|pbp24	pbp24	Subtraction	Subtraction	0	0	0	0	0	0	24.728	0	3	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_2qgVdlKpIGhE2lJ	6/25/15 13:55	6/25/15 14:00	fall left	fall right	1	1	32	1	1		4	pbp04|pbp09|pbp24	pbp24	falling right	falling right	0	0	0	0	0	0	46.55	0	3	1	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_2eWhxnwypwnJX4U	6/25/15 14:15	6/25/15 14:24	all objects will fall to the left	all objects will fall to the right	1	1	79	2	1		5	pbp18|pbp24|pbp16	pbp24	"objects are even, will not fall easily"	"objects are uneven, will fall easily"	0	0	0	0	0	0	82.702	0	2	0	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_dmbWo4evVG8bGZH	6/25/15 14:45	6/25/15 14:55	The objects will fall to the left.	The objects will fall to the right.	1	1	51	2	1		3	pbp09|pbp04|pbp24	pbp24	Objects move to the left.	Objects move to the right.	0	0	0	0	1.642	6.764	82.173	2	3	0	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_dhQk3kU4H5jFSyB	6/25/15 14:58	6/25/15 15:05	items will fall left 	items will fall right	1	1	54	1	1		5	pbp13|pbp24|pbp02	pbp24	they are balanced 	they are unbalanced 	0	0	0	0	2.775	69.449	90.022	6	2	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_1roXJM4U9N577LO	6/25/15 15:15	6/25/15 15:23	The figures will fall to the left.	The figures will fall to the right	1	1	53	2	1		4	pbp18|pbp24|pbp04	pbp24	Everything is close to the center	Everything  is off center	0	0	0	0	0	0	90.009	0	2	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_ctGe3CZMd707lk1	6/25/15 15:28	6/25/15 15:40	The objects will fall to the left	The objects will fall to the right	1	1	25	1	1		3	pbp11b|pbp28|pbp24	pbp24	The objects will fall to the right	The objects will fall to the left	0	0	0	0	0	0	1.974	0	3	1	3	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_3KMAIalgfAZQ010	6/25/15 16:11	6/25/15 16:15	All objects will fall to the left	All object will fall to the right	1	1	30	1	1		6	pbp02|pbp04|pbp24	pbp24	Objects might fall in either direction.	Objects will fall in a specific direction.	1	1	1	1	0.84	0.84	33.056	1	3	1	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_8qa1ReWipvMVZAh	6/25/15 16:13	6/25/15 16:17	the objects will fall to the left	the objects will fall to the right	1	1	26	1	1		6	pbp26|pbp24|pbp04	pbp24	All objects will balance when dropped	objects will not balance and will fall to left or right	0	0	0	0	0	0	35.563	0	2	1	3	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_2TT1xsAiCMFjaOY	6/25/15 16:19	6/25/15 16:24	the objects will fall to the left	the objects will fall to the right	1	1	20	2	1		3	pbp24|pbp18|pbp09	pbp24	the objects are stacked safely	the objects are about to fall	0	0	0	0	0	0	33.693	0	1	1	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_1LTmwDVq8llkBdm	6/25/15 16:53	6/25/15 17:00	The pieces fall to the left	The pieces fall to the right	1	1	21	1	1		3	pbp04|pbp24|pbp19	pbp24	Move to the left	Move to the right	0	0	0	0	3.934	3.934	90.013	1	2	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_3I9ogoNhVxocaxz	6/25/15 17:02	6/25/15 17:09	objects will fall to left	objects will fall to right	1	1	51	2	1		5	pbp18|pbp13|pbp24	pbp24	saw no rule	sa no rule	0	0	0	0	14.685	14.685	90.012	1	3	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_RkKmqibEXmkKt8d	6/26/15 11:16	6/26/15 11:24	Fall left	Fall right	1	1	26	1	1		3	pbp24|pbp16|pbp18	pbp24	Uncertain where objects will go	Certain where objects will go	1	1	1	1	0	0	38.44	0	1	1	4	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_25yKV4ivhET5gvK	6/26/15 11:22	6/26/15 11:31	The objects will fall to the left	The objects will fall to the right.	1	1	31	2	1		3	pbp24|pbp13|pbp26	pbp24	The object floated up and reorganized	The object fell and reorganized	0	0	0	0	2.267	86.05	90.022	4	1	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_241xZjTpfAn3T84	6/26/15 11:42	6/26/15 11:49	all the objects will fall to the left	all the objects will fall to the right	1	1	40	1	1		6	pbp11b|pbp04|pbp24	pbp24	you cannot predict which way the object(s) will fall	you can predict with near certainty which way the object(s) will fall	1	1	1	1	0	0	17.021	0	3	1	4	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_265zWigqrfKgJhV	6/26/15 11:49	6/26/15 11:52	fall left	fall right	1	1	23	1	1		6	pbp18|pbp02|pbp24	pbp24	not sure	not sure	0	0	0	0	0	0	27.718	0	3	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_1DA71y7szmCiBbk	6/26/15 11:50	6/26/15 11:58	The objects will fall to the left	The objects will fall to the right	1	1	40	2	1		5	pbp09|pbp24|pbp16	pbp24	Objects on the right are simmetrical	Objects on the left are off center	0	0	0	0	0	0	90.007	0	2	0	1	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_9TF0oxSQFU6HBmh	6/26/15 11:53	6/26/15 12:00	All scenes on the left fall to the left	All scenes on the right fall to the right	1	1	24	1	1		4	pbp16|pbp13|pbp24	pbp24	The objects are centered	The objects are adjusted to be slightly to the right	0	0	0	0	0	0	53.749	0	3	1	3	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_O2lyLIXKHVB8425	6/26/15 12:01	6/26/15 12:06	Objects will fall to the left	Objects will fall to the right	1	1	24	1	1		5	pbp24|pbp13|pbp09	pbp24	Each object will not land flat	Each object will land flat	0	0	0	0	0	0	46.362	0	1	0	2	4.455882353	4.455882353	6.294117647	0.311512027	0.350753769	0.350753769	0.288165266	0.307647059	0.307647059
R_3fJiBmcSGwrOyZz	6/25/15 12:25	6/25/15 12:30	objects fall to the left	object fall to the right	1	1	42	1	1		6	pbp13|pbp26|pbp24	pbp26	The ball will always roll to the right	The ball with roll to the left	1	1	1	1	0	0	23.998	0	2	1	4	2.965116279	3.034883721	4.790697674	0.243328439	0.329900803	0.330985915	0.206303759	0.298825602	0.298013041
R_2dowAgHZKkvXH6M	6/25/15 12:39	6/25/15 12:45	Objects will fall to the left.	Objects will fall to the right.	1	1	22	2	1		3	pbp26|pbp09|pbp13	pbp26	Short rectangles will be used.	"Longer rectangles will be used, thus making the proportions look different."	0	0	0	0	4.774	4.774	22.378	1	1	1	3	2.965116279	3.034883721	4.790697674	0.243328439	0.329900803	0.330985915	0.206303759	0.298825602	0.298013041
R_3pqXOqHC8A66NV1	6/25/15 13:41	6/25/15 13:46	the objects fall to the left	the objects fall to the right	1	1	22	1	1		5	pbp26|pbp11b|pbp18	pbp26	the ball falls to the right	the ball falls to the left	1	1	1	1	0	0	16.437	0	1	1	3	2.965116279	3.034883721	4.790697674	0.243328439	0.329900803	0.330985915	0.206303759	0.298825602	0.298013041
R_1eOEw4kePGXtYBJ	6/25/15 13:43	6/25/15 13:48	All the objects will fall to the left	All the objects will fall towards the right. 	1	1	28	1	1		5	pbp09|pbp11b|pbp26	pbp26	"More objects will end up on the left, or be the same as the right scenes"	"More objects will end up on the right, or be equivalent to the left scenes"	0	1	1	1	0	0	51.436	0	3	0	2	2.965116279	3.034883721	4.790697674	0.243328439	0.329900803	0.330985915	0.206303759	0.298825602	0.298013041
R_1JUFi8mi6cerJAp	6/25/15 13:48	6/25/15 13:52	moves to the left	moves to the right	1	1	21	1	1		3	pbp26|pbp28|pbp18	pbp26	circle is highest	circle is not highest	0	0	0	0	1.554	1.554	47.538	1	1	1	2	2.965116279	3.034883721	4.790697674	0.243328439	0.329900803	0.330985915	0.206303759	0.298825602	0.298013041
R_1DZo5dTmiYtx7ua	6/25/15 13:53	6/25/15 14:02	Objects will fall to the left.	Objects will fall to the right.	1	1	29	1	1		5	pbp02|pbp26|pbp13	pbp26	They all had a circle.	None of them had a circle.  	0	0	0	0	2.659	4.931	90.039	6	2	0	1	2.965116279	3.034883721	4.790697674	0.243328439	0.329900803	0.330985915	0.206303759	0.298825602	0.298013041
